Quarter,Minute,Second,Down,ToGo,YardLine,SeriesFirstDown,Formation,YardLineDirection,PlayType
2,12,34,1,9,91,1,SHOTGUN,OPP,PASS
2,2,0,1,10,65,0,SHOTGUN,OPP,PASS
2,1,48,3,6,69,0,SHOTGUN,OPP,PASS
2,1,32,1,10,53,0,SHOTGUN,OPP,PASS
2,0,29,1,10,68,0,NO HUDDLE SHOTGUN,OPP,PASS
2,0,8,2,2,76,1,NO HUDDLE SHOTGUN,OPP,PASS
3,8,4,3,11,51,0,SHOTGUN,OPP,PASS
3,7,30,1,10,82,0,SHOTGUN,OPP,PASS
3,6,51,2,4,88,0,SHOTGUN,OPP,PASS
3,6,47,3,4,88,0,SHOTGUN,OPP,PASS
3,6,43,3,14,78,0,SHOTGUN,OPP,PASS
3,1,7,1,10,63,0,NO HUDDLE SHOTGUN,OPP,PASS
3,0,59,2,10,63,0,SHOTGUN,OPP,PASS
3,0,21,3,1,72,1,UNDER CENTER,OPP,PASS
4,14,21,2,3,97,1,SHOTGUN,OPP,PASS
4,11,47,1,10,58,0,SHOTGUN,OPP,PASS
4,10,26,1,10,70,0,SHOTGUN,OPP,PASS
4,9,3,2,6,84,0,SHOTGUN,OPP,PASS
4,5,26,1,10,52,0,SHOTGUN,OPP,PASS
4,3,58,3,8,54,1,SHOTGUN,OPP,PASS
4,2,23,3,6,70,0,SHOTGUN,OPP,PASS
4,2,0,2,10,87,0,SHOTGUN,OPP,PASS
4,1,54,3,15,82,0,SHOTGUN,OPP,PASS
4,1,19,2,6,56,1,SHOTGUN,OPP,PASS
4,0,50,1,10,66,0,NO HUDDLE SHOTGUN,OPP,PASS
4,0,46,2,10,66,0,SHOTGUN,OPP,PASS
4,0,42,3,4,72,1,SHOTGUN,OPP,PASS
4,0,36,1,10,78,1,SHOTGUN,OPP,PASS
4,0,7,1,10,63,0,SHOTGUN,OPP,PASS
5,7,44,2,9,69,0,SHOTGUN,OPP,PASS
5,7,40,3,9,69,0,SHOTGUN,OPP,PASS
5,6,4,1,10,54,0,SHOTGUN,OPP,PASS
5,2,26,1,10,57,0,SHOTGUN,OPP,PASS
5,2,21,2,2,65,0,UNDER CENTER,OPP,PASS
5,2,0,3,3,64,1,SHOTGUN,OPP,PASS
1,11,31,1,10,54,0,SHOTGUN,OPP,PASS
1,9,15,3,8,78,0,SHOTGUN,OPP,PASS
1,6,2,2,9,56,0,SHOTGUN,OPP,PASS
1,4,34,1,10,66,0,SHOTGUN,OPP,PASS
1,3,52,2,3,73,0,SHOTGUN,OPP,PASS
1,3,46,1,2,98,0,UNDER CENTER,OPP,PASS
1,3,2,3,2,98,0,SHOTGUN,OPP,PASS
1,2,57,3,12,88,0,SHOTGUN,OPP,PASS
2,10,4,2,7,57,0,SHOTGUN,OPP,PASS
2,9,24,3,1,63,0,UNDER CENTER,OPP,PASS
2,8,13,1,10,57,1,SHOTGUN,OPP,PASS
2,6,59,2,6,75,1,SHOTGUN,OPP,PASS
2,6,16,1,10,82,0,SHOTGUN,OPP,PASS
2,3,8,1,10,57,1,UNDER CENTER,OPP,PASS
2,2,37,1,10,79,0,SHOTGUN,OPP,PASS
2,2,19,3,10,79,0,SHOTGUN,OPP,PASS
3,9,46,2,4,60,0,SHOTGUN,OPP,PASS
3,9,42,3,4,60,1,SHOTGUN,OPP,PASS
3,9,6,1,10,78,0,SHOTGUN,OPP,PASS
3,9,1,2,10,78,0,SHOTGUN,OPP,PASS
3,8,19,3,5,83,0,SHOTGUN,OPP,PASS
3,5,21,1,10,51,0,SHOTGUN,OPP,PASS
3,4,46,2,6,55,0,UNDER CENTER,OPP,PASS
3,0,12,2,2,64,1,SHOTGUN,OPP,PASS
4,15,0,1,10,70,0,SHOTGUN,OPP,PASS
4,14,30,2,6,74,0,UNDER CENTER,OPP,PASS
4,14,23,3,6,74,0,SHOTGUN,OPP,PASS
4,13,37,1,10,52,0,SHOTGUN,OPP,PASS
4,10,40,1,10,76,0,SHOTGUN,OPP,PASS
4,10,0,2,5,81,1,SHOTGUN,OPP,PASS
4,8,45,2,2,98,1,UNDER CENTER,OPP,PASS
4,4,57,1,10,82,0,SHOTGUN,OPP,PASS
4,2,44,1,5,95,1,SHOTGUN,OPP,PASS
4,1,24,4,5,53,1,SHOTGUN,OPP,PASS
4,0,35,2,11,74,0,UNDER CENTER,OPP,PASS
4,0,30,3,11,74,0,SHOTGUN,OPP,PASS
4,0,14,1,10,50,1,SHOTGUN,OPP,PASS
2,8,55,1,10,51,0,NO HUDDLE SHOTGUN,OPP,PASS
2,8,52,2,10,51,0,SHOTGUN,OPP,PASS
2,4,19,1,10,71,1,SHOTGUN,OPP,PASS
2,1,26,1,10,50,1,NO HUDDLE SHOTGUN,OPP,PASS
2,1,21,1,10,63,0,SHOTGUN,OPP,PASS
2,1,16,2,6,67,0,SHOTGUN,OPP,PASS
2,0,46,2,1,81,1,SHOTGUN,OPP,PASS
2,0,30,1,10,69,0,SHOTGUN,OPP,PASS
2,0,26,2,10,69,1,SHOTGUN,OPP,PASS
2,0,16,1,10,86,0,SHOTGUN,OPP,PASS
2,0,10,2,10,86,1,SHOTGUN,OPP,PASS
3,13,6,1,10,54,1,UNDER CENTER,OPP,PASS
3,12,1,2,9,72,0,SHOTGUN,OPP,PASS
3,11,58,3,9,72,0,SHOTGUN,OPP,PASS
3,11,38,1,10,88,0,SHOTGUN,OPP,PASS
3,0,6,1,10,50,0,SHOTGUN,OPP,PASS
4,13,43,2,12,60,0,UNDER CENTER,OPP,PASS
4,12,58,3,15,57,1,SHOTGUN,OPP,PASS
4,10,19,3,22,63,0,SHOTGUN,OPP,PASS
4,6,43,1,10,54,1,NO HUDDLE SHOTGUN,OPP,PASS
4,6,13,1,10,77,0,NO HUDDLE SHOTGUN,OPP,PASS
4,6,9,2,10,77,0,SHOTGUN,OPP,PASS
4,6,5,3,10,77,0,SHOTGUN,OPP,PASS
4,3,36,3,19,55,1,SHOTGUN,OPP,PASS
1,13,33,2,5,95,0,SHOTGUN,OPP,PASS
1,13,10,2,15,85,1,SHOTGUN,OPP,PASS
1,9,13,2,9,81,1,SHOTGUN,OPP,PASS
1,5,56,1,10,64,0,NO HUDDLE SHOTGUN,OPP,PASS
1,5,20,2,5,69,0,SHOTGUN,OPP,PASS
1,5,16,3,5,69,0,SHOTGUN,OPP,PASS
1,2,33,2,5,95,0,SHOTGUN,OPP,PASS
1,2,29,3,5,95,1,SHOTGUN,OPP,PASS
2,15,0,1,5,60,1,SHOTGUN,OPP,PASS
2,14,30,1,10,74,1,NO HUDDLE SHOTGUN,OPP,PASS
2,9,30,1,10,59,0,NO HUDDLE SHOTGUN,OPP,PASS
2,8,47,2,1,68,0,NO HUDDLE SHOTGUN,OPP,PASS
2,8,42,3,1,68,1,SHOTGUN,OPP,PASS
2,8,3,1,10,74,1,NO HUDDLE SHOTGUN,OPP,PASS
2,7,22,1,10,85,0,SHOTGUN,OPP,PASS
2,7,17,2,10,85,1,SHOTGUN,OPP,PASS
2,6,39,1,4,96,0,NO HUDDLE SHOTGUN,OPP,PASS
2,6,31,1,2,98,1,SHOTGUN,OPP,PASS
2,1,14,2,4,58,0,NO HUDDLE SHOTGUN,OPP,PASS
2,1,6,1,10,73,0,SHOTGUN,OPP,PASS
2,0,42,2,7,76,1,NO HUDDLE SHOTGUN,OPP,PASS
2,0,34,1,10,86,0,SHOTGUN,OPP,PASS
2,0,30,2,10,86,0,SHOTGUN,OPP,PASS
2,0,24,3,10,86,1,SHOTGUN,OPP,PASS
3,14,16,1,10,61,0,SHOTGUN,OPP,PASS
3,14,11,2,10,61,1,SHOTGUN,OPP,PASS
3,12,47,2,9,75,1,SHOTGUN,OPP,PASS
3,9,44,2,1,74,0,UNDER CENTER,OPP,PASS
3,9,40,3,1,74,1,SHOTGUN,OPP,PASS
3,8,58,1,10,76,0,UNDER CENTER,OPP,PASS
3,8,52,2,10,76,1,UNDER CENTER,OPP,PASS
3,8,9,1,5,95,0,SHOTGUN,OPP,PASS
3,8,1,1,2,98,0,SHOTGUN,OPP,PASS
3,4,44,1,10,57,1,SHOTGUN,OPP,PASS
3,3,58,1,10,88,0,SHOTGUN,OPP,PASS
3,3,19,2,1,97,1,UNDER CENTER,OPP,PASS
4,15,0,3,1,69,0,SHOTGUN,OPP,PASS
4,14,54,1,10,74,0,SHOTGUN,OPP,PASS
4,14,49,1,20,64,0,SHOTGUN,OPP,PASS
4,13,47,2,13,71,0,SHOTGUN,OPP,PASS
4,5,10,1,10,64,0,SHOTGUN,OPP,PASS
4,4,52,1,10,80,0,NO HUDDLE SHOTGUN,OPP,PASS
4,4,49,2,10,80,0,NO HUDDLE SHOTGUN,OPP,PASS
4,4,7,3,3,87,0,NO HUDDLE SHOTGUN,OPP,PASS
4,4,2,4,3,87,1,NO HUDDLE SHOTGUN,OPP,PASS
4,3,28,1,6,94,0,NO HUDDLE SHOTGUN,OPP,PASS
4,3,24,2,6,94,0,NO HUDDLE SHOTGUN,OPP,PASS
4,2,46,3,1,99,0,SHOTGUN,OPP,PASS
2,14,18,3,8,55,0,SHOTGUN,OPP,PASS
2,9,32,2,7,50,0,SHOTGUN,OPP,PASS
2,9,29,3,7,50,1,SHOTGUN,OPP,PASS
2,9,5,1,10,63,0,SHOTGUN,OPP,PASS
2,8,25,2,7,66,0,SHOTGUN,OPP,PASS
2,7,3,1,10,74,0,SHOTGUN,OPP,PASS
2,6,17,3,4,80,0,SHOTGUN,OPP,PASS
2,5,6,1,10,85,0,UNDER CENTER,OPP,PASS
2,2,2,1,10,50,1,NO HUDDLE SHOTGUN,OPP,PASS
2,1,57,1,10,67,0,SHOTGUN,OPP,PASS
2,1,43,2,1,76,1,SHOTGUN,OPP,PASS
4,12,22,2,4,55,0,SHOTGUN,OPP,PASS
2,0,46,2,3,92,0,SHOTGUN,OPP,PASS
2,0,30,1,10,61,0,SHOTGUN,OPP,PASS
2,0,27,2,15,56,0,SHOTGUN,OPP,PASS
2,0,23,3,7,64,1,SHOTGUN,OPP,PASS
2,0,12,1,10,76,0,SHOTGUN,OPP,PASS
3,12,45,4,4,51,0,SHOTGUN,OPP,PASS
3,12,8,2,2,54,1,UNDER CENTER,OPP,PASS
3,10,23,3,7,66,1,SHOTGUN,OPP,PASS
3,9,22,2,4,96,1,SHOTGUN,OPP,PASS
3,2,8,2,3,92,0,SHOTGUN,OPP,PASS
3,0,47,1,4,96,0,SHOTGUN,OPP,PASS
4,11,47,1,10,53,0,SHOTGUN,OPP,PASS
4,11,8,2,6,57,0,SHOTGUN,OPP,PASS
4,9,11,2,10,65,0,SHOTGUN,OPP,PASS
4,9,5,3,10,65,0,SHOTGUN,OPP,PASS
4,8,55,4,10,65,0,SHOTGUN,OPP,PASS
4,5,56,1,10,50,1,SHOTGUN,OPP,PASS
4,5,20,1,10,80,0,SHOTGUN,OPP,PASS
4,4,53,2,6,84,1,SHOTGUN,OPP,PASS
4,2,51,4,2,98,1,SHOTGUN,OPP,PASS
1,7,38,3,9,50,0,NO HUDDLE SHOTGUN,OPP,PASS
1,6,47,2,25,51,0,SHOTGUN,OPP,PASS
1,4,9,1,10,55,0,UNDER CENTER,OPP,PASS
1,1,19,3,4,75,1,NO HUDDLE SHOTGUN,OPP,PASS
1,0,43,1,10,82,1,SHOTGUN,OPP,PASS
2,14,26,2,6,51,0,UNDER CENTER,OPP,PASS
2,13,22,3,4,53,1,SHOTGUN,OPP,PASS
2,12,22,2,7,63,0,NO HUDDLE,OPP,PASS
2,1,16,2,6,72,0,SHOTGUN,OPP,PASS
2,1,8,3,6,72,1,SHOTGUN,OPP,PASS
3,10,22,3,5,50,1,SHOTGUN,OPP,PASS
3,8,34,3,14,62,0,SHOTGUN,OPP,PASS
3,3,35,2,9,91,0,SHOTGUN,OPP,PASS
4,13,32,2,7,61,1,NO HUDDLE SHOTGUN,OPP,PASS
4,11,38,3,3,58,1,SHOTGUN,OPP,PASS
4,11,20,1,10,72,0,NO HUDDLE,OPP,PASS
4,10,29,3,11,71,0,SHOTGUN,OPP,PASS
4,8,7,1,10,61,0,NO HUDDLE SHOTGUN,OPP,PASS
4,7,39,2,9,62,0,NO HUDDLE SHOTGUN,OPP,PASS
4,6,56,3,8,63,0,NO HUDDLE SHOTGUN,OPP,PASS
4,2,37,2,7,65,0,UNDER CENTER,OPP,PASS
4,2,29,2,12,60,1,UNDER CENTER,OPP,PASS
1,11,57,1,10,65,0,SHOTGUN,OPP,PASS
1,11,11,3,2,73,1,SHOTGUN,OPP,PASS
1,9,30,3,3,93,1,SHOTGUN,OPP,PASS
1,8,42,1,10,50,0,SHOTGUN,OPP,PASS
1,7,20,3,5,55,0,SHOTGUN,OPP,PASS
2,13,17,3,4,63,1,SHOTGUN,OPP,PASS
2,11,21,3,4,69,0,SHOTGUN,OPP,PASS
2,9,28,1,10,73,0,NO HUDDLE SHOTGUN,OPP,PASS
2,0,21,1,10,58,1,SHOTGUN,OPP,PASS
3,8,32,2,11,70,0,SHOTGUN,OPP,PASS
3,7,50,3,7,74,1,SHOTGUN,OPP,PASS
3,7,11,1,10,85,0,SHOTGUN,OPP,PASS
3,5,49,3,4,91,0,SHOTGUN,OPP,PASS
3,0,49,2,6,71,1,SHOTGUN,OPP,PASS
4,14,17,3,19,71,0,SHOTGUN,OPP,PASS
4,10,48,1,10,50,1,UNDER CENTER,OPP,PASS
4,10,19,1,10,71,0,SHOTGUN,OPP,PASS
4,9,16,3,1,80,1,SHOTGUN,OPP,PASS
4,8,49,1,8,92,0,SHOTGUN,OPP,PASS
4,7,37,3,3,97,1,SHOTGUN,OPP,PASS
4,6,15,3,2,53,1,NO HUDDLE SHOTGUN,OPP,PASS
4,5,51,1,10,59,0,NO HUDDLE SHOTGUN,OPP,PASS
4,5,28,2,5,64,1,NO HUDDLE SHOTGUN,OPP,PASS
4,5,8,1,10,71,0,SHOTGUN,OPP,PASS
4,1,26,2,3,53,1,SHOTGUN,OPP,PASS
4,1,7,1,10,60,0,SHOTGUN,OPP,PASS
4,0,46,3,16,54,0,SHOTGUN,OPP,PASS
4,0,23,4,4,66,0,NO HUDDLE SHOTGUN,OPP,PASS
1,0,12,1,10,60,1,NO HUDDLE,OPP,PASS
2,15,0,1,10,80,0,SHOTGUN,OPP,PASS
2,11,3,1,10,57,0,UNDER CENTER,OPP,PASS
2,10,57,2,10,57,1,SHOTGUN,OPP,PASS
2,10,23,1,10,78,0,NO HUDDLE SHOTGUN,OPP,PASS
2,9,37,1,10,90,0,NO HUDDLE SHOTGUN,OPP,PASS
2,8,14,3,2,98,0,SHOTGUN,OPP,PASS
2,4,18,1,10,68,1,UNDER CENTER,OPP,PASS
2,3,47,1,10,83,0,NO HUDDLE,OPP,PASS
2,1,34,2,15,85,0,SHOTGUN,OPP,PASS
3,11,21,2,9,79,0,SHOTGUN,OPP,PASS
3,11,16,3,9,79,0,SHOTGUN,OPP,PASS
3,5,20,1,10,58,0,NO HUDDLE,OPP,PASS
3,4,12,2,5,94,0,SHOTGUN,OPP,PASS
4,15,0,2,20,66,0,SHOTGUN,OPP,PASS
4,8,7,3,9,73,0,SHOTGUN,OPP,PASS
4,8,1,4,9,73,0,SHOTGUN,OPP,PASS
4,5,41,3,9,76,1,SHOTGUN,OPP,PASS
4,3,21,2,3,97,1,SHOTGUN,OPP,PASS
4,0,6,2,2,54,0,SHOTGUN,OPP,PASS
1,9,21,1,10,50,1,UNDER CENTER,OPP,PASS
1,8,36,1,10,85,0,UNDER CENTER,OPP,PASS
1,3,36,2,8,58,1,UNDER CENTER,OPP,PASS
1,2,52,1,10,70,1,UNDER CENTER,OPP,PASS
2,15,0,2,13,53,1,SHOTGUN,OPP,PASS
2,14,17,1,20,60,0,UNDER CENTER,OPP,PASS
2,13,49,2,7,83,0,UNDER CENTER,OPP,PASS
2,13,12,3,2,88,1,SHOTGUN,OPP,PASS
2,12,10,2,4,96,1,SHOTGUN,OPP,PASS
2,6,30,1,10,84,0,SHOTGUN,OPP,PASS
2,0,32,1,10,52,0,SHOTGUN,OPP,PASS
2,0,27,1,10,70,1,SHOTGUN,OPP,PASS
2,0,21,1,10,83,0,SHOTGUN,OPP,PASS
2,0,16,2,10,83,0,SHOTGUN,OPP,PASS
2,0,10,3,2,91,0,SHOTGUN,OPP,PASS
3,13,22,2,5,89,1,NO HUDDLE,OPP,PASS
3,12,28,1,10,61,0,UNDER CENTER,OPP,PASS
3,11,23,1,20,72,0,SHOTGUN,OPP,PASS
3,10,12,2,24,68,0,SHOTGUN,OPP,PASS
3,7,14,3,1,51,1,UNDER CENTER,OPP,PASS
3,6,4,2,7,55,0,UNDER CENTER,OPP,PASS
3,5,59,3,7,55,0,SHOTGUN,OPP,PASS
3,2,24,2,6,53,0,SHOTGUN,OPP,PASS
3,2,20,3,6,53,0,SHOTGUN,OPP,PASS
4,8,40,1,5,95,1,SHOTGUN,OPP,PASS
4,4,59,1,10,56,0,SHOTGUN,OPP,PASS
4,4,32,2,2,64,0,NO HUDDLE SHOTGUN,OPP,PASS
4,4,28,3,2,64,1,SHOTGUN,OPP,PASS
4,4,3,1,10,72,0,NO HUDDLE SHOTGUN,OPP,PASS
4,4,1,2,10,72,1,SHOTGUN,OPP,PASS
4,3,37,2,15,85,0,SHOTGUN,OPP,PASS
4,3,33,3,15,85,1,SHOTGUN,OPP,PASS
1,13,59,1,10,54,0,UNDER CENTER,OPP,PASS
1,12,21,1,5,76,1,SHOTGUN,OPP,PASS
1,11,1,2,7,92,0,SHOTGUN,OPP,PASS
1,10,21,3,3,96,0,SHOTGUN,OPP,PASS
1,0,36,2,3,50,1,UNDER CENTER,OPP,PASS
2,14,33,1,9,56,1,UNDER CENTER,OPP,PASS
2,13,13,2,8,74,0,UNDER CENTER,OPP,PASS
2,10,23,2,8,80,0,SHOTGUN,OPP,PASS
2,9,41,3,6,82,1,SHOTGUN,OPP,PASS
2,2,44,3,2,56,0,UNDER CENTER,OPP,PASS
2,2,0,2,5,66,1,SHOTGUN,OPP,PASS
2,1,29,1,10,86,0,UNDER CENTER,OPP,PASS
2,1,24,2,4,92,1,SHOTGUN,OPP,PASS
3,10,25,3,7,85,0,SHOTGUN,OPP,PASS
3,9,49,1,4,96,1,SHOTGUN,OPP,PASS
3,9,45,2,4,96,0,UNDER CENTER,OPP,PASS
3,6,50,1,20,59,1,SHOTGUN,OPP,PASS
3,5,31,2,9,80,1,UNDER CENTER,OPP,PASS
3,4,29,2,3,53,0,SHOTGUN,OPP,PASS
3,4,25,3,3,53,1,SHOTGUN,OPP,PASS
3,3,54,1,10,76,0,NO HUDDLE SHOTGUN,OPP,PASS
3,2,53,3,7,79,0,SHOTGUN,OPP,PASS
3,0,6,3,2,54,1,SHOTGUN,OPP,PASS
4,14,20,2,10,58,0,SHOTGUN,OPP,PASS
4,13,11,4,1,67,0,UNDER CENTER,OPP,PASS
4,12,25,1,10,55,0,UNDER CENTER,OPP,PASS
4,10,55,2,8,72,0,NO HUDDLE SHOTGUN,OPP,PASS
4,9,42,1,10,85,0,SHOTGUN,OPP,PASS
4,9,12,1,20,75,0,UNDER CENTER,OPP,PASS
4,7,24,1,4,96,0,NO HUDDLE SHOTGUN,OPP,PASS
4,0,26,3,3,52,1,NO HUDDLE SHOTGUN,OPP,PASS
4,0,22,1,10,56,0,SHOTGUN,OPP,PASS
4,0,18,2,10,56,1,SHOTGUN,OPP,PASS
1,12,36,1,10,61,0,UNDER CENTER,OPP,PASS
1,11,49,3,7,64,0,SHOTGUN,OPP,PASS
1,10,28,1,10,59,0,SHOTGUN,OPP,PASS
1,9,38,1,10,70,1,UNDER CENTER,OPP,PASS
1,8,28,2,7,88,0,SHOTGUN,OPP,PASS
1,8,23,3,7,88,1,SHOTGUN,OPP,PASS
1,7,52,1,4,96,1,SHOTGUN,OPP,PASS
1,2,59,1,10,59,1,SHOTGUN,OPP,PASS
1,2,18,1,10,76,1,UNDER CENTER,OPP,PASS
2,12,23,3,7,58,0,SHOTGUN,OPP,PASS
2,5,2,2,8,57,1,SHOTGUN,OPP,PASS
2,4,14,2,5,72,0,SHOTGUN,OPP,PASS
2,3,38,1,10,89,0,SHOTGUN,OPP,PASS
2,3,33,2,10,89,0,SHOTGUN,OPP,PASS
2,2,56,3,10,89,0,SHOTGUN,OPP,PASS
2,1,4,1,10,64,0,NO HUDDLE SHOTGUN,OPP,PASS
2,1,0,2,10,64,1,SHOTGUN,OPP,PASS
2,0,54,1,10,78,0,SHOTGUN,OPP,PASS
2,0,48,2,10,78,1,SHOTGUN,OPP,PASS
2,0,18,2,3,96,0,SHOTGUN,OPP,PASS
2,0,14,3,3,96,1,SHOTGUN,OPP,PASS
3,11,0,3,2,68,1,SHOTGUN,OPP,PASS
3,10,18,1,10,79,0,SHOTGUN,OPP,PASS
3,8,48,1,8,92,0,SHOTGUN,OPP,PASS
3,7,59,3,10,90,0,SHOTGUN,OPP,PASS
3,5,12,2,8,54,0,SHOTGUN,OPP,PASS
3,3,47,1,10,66,0,UNDER CENTER,OPP,PASS
3,1,47,3,7,93,1,SHOTGUN,OPP,PASS
3,0,6,1,10,68,0,NO HUDDLE SHOTGUN,OPP,PASS
4,15,0,2,4,74,0,SHOTGUN,OPP,PASS
4,14,54,3,4,74,0,SHOTGUN,OPP,PASS
4,13,23,1,10,75,0,SHOTGUN,OPP,PASS
4,11,11,2,7,51,0,SHOTGUN,OPP,PASS
4,4,34,2,16,53,1,SHOTGUN,OPP,PASS
4,3,52,1,10,71,0,SHOTGUN,OPP,PASS
4,3,48,2,10,71,1,SHOTGUN,OPP,PASS
4,1,11,3,3,51,1,UNDER CENTER,OPP,PASS
1,6,57,2,10,78,0,UNDER CENTER,OPP,PASS
1,6,12,3,7,81,0,SHOTGUN,OPP,PASS
3,12,47,2,9,74,1,SHOTGUN,OPP,PASS
3,11,30,2,6,89,0,SHOTGUN,OPP,PASS
3,11,24,3,6,89,0,SHOTGUN,OPP,PASS
3,7,52,2,10,75,0,SHOTGUN,OPP,PASS
3,7,7,3,6,79,1,SHOTGUN,OPP,PASS
3,5,27,2,11,89,0,UNDER CENTER,OPP,PASS
4,9,59,3,4,51,0,SHOTGUN,OPP,PASS
4,6,37,1,10,86,0,SHOTGUN,OPP,PASS
4,3,57,1,10,60,0,NO HUDDLE SHOTGUN,OPP,PASS
4,3,28,2,5,65,0,NO HUDDLE SHOTGUN,OPP,PASS
4,2,21,1,10,70,1,NO HUDDLE SHOTGUN,OPP,PASS
4,2,0,1,10,81,0,SHOTGUN,OPP,PASS
4,1,55,2,16,75,0,SHOTGUN,OPP,PASS
4,1,32,3,9,82,1,SHOTGUN,OPP,PASS
4,1,19,2,7,50,0,NO HUDDLE SHOTGUN,OPP,PASS
4,0,54,3,2,55,1,NO HUDDLE SHOTGUN,OPP,PASS
4,0,46,1,10,63,0,SHOTGUN,OPP,PASS
4,0,38,2,10,63,0,SHOTGUN,OPP,PASS
4,0,33,3,7,66,1,SHOTGUN,OPP,PASS
1,6,16,1,10,67,0,NO HUDDLE SHOTGUN,OPP,PASS
1,5,43,2,1,76,1,SHOTGUN,OPP,PASS
1,5,5,1,6,94,0,SHOTGUN,OPP,PASS
1,4,59,1,3,97,1,SHOTGUN,OPP,PASS
2,5,51,2,8,51,1,SHOTGUN,OPP,PASS
2,4,36,2,13,65,0,SHOTGUN,OPP,PASS
2,4,14,3,5,73,1,SHOTGUN,OPP,PASS
2,2,44,2,7,81,0,SHOTGUN,OPP,PASS
2,1,25,2,6,93,0,NO HUDDLE SHOTGUN,OPP,PASS
2,1,18,3,6,93,0,SHOTGUN,OPP,PASS
2,0,24,1,10,54,0,SHOTGUN,OPP,PASS
2,0,16,2,10,54,0,SHOTGUN,OPP,PASS
3,0,57,2,6,69,1,SHOTGUN,OPP,PASS
4,14,20,1,10,90,1,SHOTGUN,OPP,PASS
4,12,14,2,11,59,1,NO HUDDLE SHOTGUN,OPP,PASS
4,10,54,3,7,73,0,NO HUDDLE SHOTGUN,OPP,PASS
4,10,19,2,7,81,1,NO HUDDLE SHOTGUN,OPP,PASS
4,3,1,3,12,57,0,SHOTGUN,OPP,PASS
4,1,33,1,10,60,0,NO HUDDLE SHOTGUN,OPP,PASS
4,0,55,2,10,72,1,SHOTGUN,OPP,PASS
4,0,32,1,9,91,0,NO HUDDLE SHOTGUN,OPP,PASS
4,0,18,3,2,98,1,SHOTGUN,OPP,PASS
1,11,1,3,6,52,0,SHOTGUN,OPP,PASS
1,7,53,3,14,57,0,SHOTGUN,OPP,PASS
1,2,13,1,10,72,0,SHOTGUN,OPP,PASS
1,1,25,3,11,71,1,SHOTGUN,OPP,PASS
2,10,10,3,4,73,1,SHOTGUN,OPP,PASS
2,4,53,1,10,51,0,UNDER CENTER,OPP,PASS
2,3,7,2,2,75,0,UNDER CENTER,OPP,PASS
2,0,49,2,18,57,0,SHOTGUN,OPP,PASS
2,0,33,3,2,73,0,NO HUDDLE SHOTGUN,OPP,PASS
3,8,22,2,9,50,0,UNDER CENTER,OPP,PASS
3,8,13,3,9,50,0,SHOTGUN,OPP,PASS
3,5,35,2,8,92,0,UNDER CENTER,OPP,PASS
3,5,29,3,8,92,0,SHOTGUN,OPP,PASS
3,1,50,1,10,67,0,NO HUDDLE SHOTGUN,OPP,PASS
3,1,19,2,7,70,1,SHOTGUN,OPP,PASS
4,13,45,2,10,55,0,SHOTGUN,OPP,PASS
4,13,35,3,10,55,1,SHOTGUN,OPP,PASS
4,11,47,3,7,72,1,SHOTGUN,OPP,PASS
4,9,42,3,12,81,0,SHOTGUN,OPP,PASS
4,6,11,1,10,55,1,SHOTGUN,OPP,PASS
4,5,45,1,10,74,0,NO HUDDLE,OPP,PASS
4,4,58,3,10,74,1,SHOTGUN,OPP,PASS
4,4,47,1,13,81,0,SHOTGUN,OPP,PASS
4,2,48,2,1,99,0,SHOTGUN,OPP,PASS
1,13,51,1,10,77,1,SHOTGUN,OPP,PASS
1,12,31,2,7,91,0,SHOTGUN,OPP,PASS
1,11,51,3,2,96,0,UNDER CENTER,OPP,PASS
1,4,18,2,1,55,1,UNDER CENTER,OPP,PASS
1,3,30,1,10,67,0,UNDER CENTER,OPP,PASS
1,3,21,2,10,67,0,SHOTGUN,OPP,PASS
1,3,18,3,10,67,1,SHOTGUN,OPP,PASS
1,3,12,1,10,82,1,UNDER CENTER,OPP,PASS
1,0,8,1,10,54,0,SHOTGUN,OPP,PASS
2,15,0,3,8,56,0,SHOTGUN,OPP,PASS
2,11,22,1,10,63,0,UNDER CENTER,OPP,PASS
2,10,58,1,18,55,0,SHOTGUN,OPP,PASS
2,10,54,2,18,55,0,SHOTGUN,OPP,PASS
2,10,19,3,14,59,0,SHOTGUN,OPP,PASS
2,5,39,2,6,67,1,SHOTGUN,OPP,PASS
2,4,31,2,4,96,0,SHOTGUN,OPP,PASS
2,4,25,2,19,81,0,SHOTGUN,OPP,PASS
2,3,50,3,10,90,0,SHOTGUN,OPP,PASS
2,0,14,1,10,54,1,NO HUDDLE SHOTGUN,OPP,PASS
3,12,41,2,9,50,0,UNDER CENTER,OPP,PASS
3,12,9,2,9,91,1,SHOTGUN,OPP,PASS
3,8,0,2,6,88,0,SHOTGUN,OPP,PASS
3,7,21,3,3,91,1,SHOTGUN,OPP,PASS
3,6,15,1,11,89,1,SHOTGUN,OPP,PASS
3,1,30,2,12,56,1,UNDER CENTER,OPP,PASS
3,0,58,1,10,74,1,UNDER CENTER,OPP,PASS
3,0,19,1,10,85,0,UNDER CENTER,OPP,PASS
4,14,21,3,4,91,0,SHOTGUN,OPP,PASS
4,14,17,1,5,95,1,SHOTGUN,OPP,PASS
4,10,3,4,1,99,1,UNDER CENTER,OPP,PASS
4,9,18,1,10,88,0,UNDER CENTER,OPP,PASS
