Quarter,Minute,Second,Down,ToGo,YardLine,SeriesFirstDown,Formation,YardLineDirection,OffenseTeam,DefenseTeam
3,4,45,2,8,46,1,SHOTGUN,OWN,DEN,KC
3,2,5,1,10,25,0,SHOTGUN,OWN,KC,DEN
3,1,28,2,4,31,0,SHOTGUN,OWN,KC,DEN
3,0,45,3,1,34,0,SHOTGUN,OWN,KC,DEN
4,15,0,1,10,34,1,UNDER CENTER,OWN,DEN,KC
4,12,47,1,10,25,0,SHOTGUN,OWN,KC,DEN
4,12,23,2,3,32,1,NO HUDDLE SHOTGUN,OWN,KC,DEN
4,12,3,1,10,37,0,NO HUDDLE SHOTGUN,OWN,KC,DEN
4,11,18,3,6,41,0,SHOTGUN,OWN,KC,DEN
4,10,53,3,16,31,0,SHOTGUN,OWN,KC,DEN
4,10,18,4,1,46,1,UNDER CENTER,OWN,KC,DEN
4,5,50,2,10,25,0,SHOTGUN,OWN,DEN,KC
4,4,35,1,10,40,0,SHOTGUN,OWN,KC,DEN
4,3,56,2,2,48,0,SHOTGUN,OWN,KC,DEN
4,3,14,3,5,45,1,SHOTGUN,OWN,KC,DEN
4,2,59,2,20,41,0,SHOTGUN,OWN,KC,DEN
4,2,53,2,30,31,0,SHOTGUN,OWN,KC,DEN
4,1,29,2,20,15,0,SHOTGUN,OWN,DEN,KC
4,1,9,3,11,24,0,SHOTGUN,OWN,DEN,KC
4,1,2,4,11,24,1,SHOTGUN,OWN,DEN,KC
4,0,56,1,10,36,1,SHOTGUN,OWN,DEN,KC
1,15,0,1,10,25,0,SHOTGUN,OWN,NE,IND
1,13,28,1,10,36,1,SHOTGUN,OWN,NE,IND
1,12,51,1,10,46,0,SHOTGUN,OWN,NE,IND
1,7,31,3,16,19,0,SHOTGUN,OWN,IND,NE
1,6,10,1,10,6,1,SHOTGUN,OWN,IND,NE
1,5,23,2,9,31,0,NO HUDDLE SHOTGUN,OWN,IND,NE
1,4,51,3,5,35,1,NO HUDDLE SHOTGUN,OWN,IND,NE
1,4,28,1,10,43,0,NO HUDDLE SHOTGUN,OWN,IND,NE
1,4,25,2,10,43,0,SHOTGUN,OWN,IND,NE
1,0,58,1,10,28,0,SHOTGUN,OWN,NE,IND
1,0,27,2,5,33,1,SHOTGUN,OWN,NE,IND
2,12,14,1,10,25,0,SHOTGUN,OWN,IND,NE
2,11,13,3,1,34,1,UNDER CENTER,OWN,IND,NE
2,8,49,1,10,25,0,SHOTGUN,OWN,NE,IND
2,8,42,2,10,25,0,SHOTGUN,OWN,NE,IND
2,8,38,3,10,25,0,SHOTGUN,OWN,NE,IND
2,7,7,2,11,21,0,SHOTGUN,OWN,IND,NE
2,6,34,3,7,25,0,SHOTGUN,OWN,IND,NE
2,6,10,3,17,15,0,SHOTGUN,OWN,IND,NE
2,4,49,2,11,31,1,SHOTGUN,OWN,NE,IND
2,4,10,1,10,43,1,UNDER CENTER,OWN,NE,IND
2,1,34,1,10,30,0,SHOTGUN,OWN,IND,NE
2,1,10,2,1,39,1,NO HUDDLE SHOTGUN,OWN,IND,NE
2,0,49,1,10,43,0,NO HUDDLE SHOTGUN,OWN,IND,NE
3,14,24,2,9,26,1,UNDER CENTER,OWN,IND,NE
3,13,45,1,10,45,0,UNDER CENTER,OWN,IND,NE
3,12,57,3,6,49,0,SHOTGUN,OWN,IND,NE
3,12,42,1,10,5,0,SHOTGUN,OWN,NE,IND
3,12,5,2,6,9,0,UNDER CENTER,OWN,NE,IND
3,12,0,3,6,9,0,SHOTGUN,OWN,NE,IND
3,9,9,2,9,33,0,SHOTGUN,OWN,NE,IND
3,8,35,3,4,38,1,SHOTGUN,OWN,NE,IND
3,6,22,2,8,32,0,SHOTGUN,OWN,IND,NE
3,5,50,3,3,37,1,SHOTGUN,OWN,IND,NE
3,5,10,1,10,44,0,UNDER CENTER,OWN,IND,NE
3,0,58,1,10,33,0,SHOTGUN,OWN,IND,NE
3,0,54,2,10,33,0,SHOTGUN,OWN,IND,NE
3,0,48,3,10,33,1,SHOTGUN,OWN,IND,NE
4,12,48,1,10,25,1,UNDER CENTER,OWN,NE,IND
4,9,19,1,10,25,0,SHOTGUN,OWN,IND,NE
4,9,15,2,10,25,0,SHOTGUN,OWN,IND,NE
4,9,10,3,10,25,1,SHOTGUN,OWN,IND,NE
4,8,34,1,10,39,0,SHOTGUN,OWN,IND,NE
4,8,30,2,10,39,0,SHOTGUN,OWN,IND,NE
4,8,28,3,10,39,0,SHOTGUN,OWN,IND,NE
4,7,55,4,5,44,1,SHOTGUN,OWN,IND,NE
4,7,25,1,10,51,1,NO HUDDLE SHOTGUN,OPP,IND,NE
4,7,5,1,10,25,0,SHOTGUN,OWN,IND,NE
4,6,35,2,3,32,1,NO HUDDLE SHOTGUN,OWN,IND,NE
4,6,4,1,10,41,0,NO HUDDLE SHOTGUN,OWN,IND,NE
4,5,38,2,7,44,1,NO HUDDLE SHOTGUN,OWN,IND,NE
4,5,9,1,10,61,0,NO HUDDLE SHOTGUN,OPP,IND,NE
4,5,4,2,10,61,0,SHOTGUN,OPP,IND,NE
4,4,40,3,5,66,0,NO HUDDLE SHOTGUN,OPP,IND,NE
4,4,37,4,5,66,1,SHOTGUN,OPP,IND,NE
4,3,29,4,6,85,0,SHOTGUN,OPP,IND,NE
4,3,12,3,4,21,0,SHOTGUN,OWN,NE,IND
4,3,3,1,10,40,0,SHOTGUN,OWN,IND,NE
4,2,35,2,6,44,0,NO HUDDLE SHOTGUN,OWN,IND,NE
1,15,0,1,10,25,0,SHOTGUN,OWN,TEN,BUF
1,14,54,2,10,25,0,SHOTGUN,OWN,TEN,BUF
1,14,50,3,10,25,1,SHOTGUN,OWN,TEN,BUF
1,14,38,1,10,38,0,NO HUDDLE,OWN,TEN,BUF
1,8,56,1,10,39,0,SHOTGUN,OWN,TEN,BUF
1,8,6,3,2,47,0,SHOTGUN,OWN,TEN,BUF
1,5,26,3,9,23,0,SHOTGUN,OWN,BUF,TEN
2,14,24,2,10,41,1,UNDER CENTER,OWN,BUF,TEN
2,9,42,2,21,27,0,SHOTGUN,OWN,TEN,BUF
2,5,3,1,10,12,0,UNDER CENTER,OWN,TEN,BUF
2,4,14,3,11,11,1,SHOTGUN,OWN,TEN,BUF
2,2,0,1,10,49,1,UNDER CENTER,OWN,TEN,BUF
3,11,57,1,10,41,0,UNDER CENTER,OWN,BUF,TEN
3,10,44,2,22,44,0,SHOTGUN,OWN,BUF,TEN
3,9,13,2,9,6,1,UNDER CENTER,OWN,TEN,BUF
3,7,53,2,11,15,0,UNDER CENTER,OWN,TEN,BUF
3,7,11,3,13,13,0,SHOTGUN,OWN,TEN,BUF
3,6,53,1,10,34,0,SHOTGUN,OWN,BUF,TEN
3,6,50,2,10,34,0,NO HUDDLE,OWN,BUF,TEN
3,6,46,3,10,34,0,SHOTGUN,OWN,BUF,TEN
3,6,30,1,10,25,1,UNDER CENTER,OWN,TEN,BUF
3,1,59,1,10,25,0,UNDER CENTER,OWN,TEN,BUF
3,1,9,3,3,32,1,SHOTGUN,OWN,TEN,BUF
3,0,32,1,10,36,1,SHOTGUN,OWN,TEN,BUF
4,14,23,2,8,49,0,UNDER CENTER,OWN,TEN,BUF
4,14,17,3,8,49,1,SHOTGUN,OWN,TEN,BUF
4,9,12,3,10,25,1,SHOTGUN,OWN,BUF,TEN
4,8,3,2,7,40,1,UNDER CENTER,OWN,BUF,TEN
4,3,27,3,3,32,1,SHOTGUN,OWN,BUF,TEN
1,14,18,2,12,25,1,UNDER CENTER,OWN,NYG,CAR
1,13,18,2,8,40,0,UNDER CENTER,OWN,NYG,CAR
1,13,13,3,8,40,0,SHOTGUN,OWN,NYG,CAR
1,10,39,3,10,6,0,SHOTGUN,OWN,CAR,NYG
1,7,24,1,10,25,1,UNDER CENTER,OWN,CAR,NYG
1,4,38,1,10,25,1,UNDER CENTER,OWN,NYG,CAR
1,4,3,1,10,35,0,SHOTGUN,OWN,NYG,CAR
1,3,57,2,10,35,1,SHOTGUN,OWN,NYG,CAR
2,14,0,1,10,28,0,UNDER CENTER,OWN,NYG,CAR
2,13,55,2,10,28,0,SHOTGUN,OWN,NYG,CAR
2,13,21,3,6,32,0,SHOTGUN,OWN,NYG,CAR
2,12,26,2,2,28,1,SHOTGUN,OWN,CAR,NYG
2,6,48,2,18,43,1,UNDER CENTER,OWN,NYG,CAR
2,2,36,1,10,25,0,SHOTGUN,OWN,NYG,CAR
2,2,12,2,5,30,1,NO HUDDLE SHOTGUN,OWN,NYG,CAR
2,2,0,1,10,38,1,SHOTGUN,OWN,NYG,CAR
3,13,35,3,4,31,0,SHOTGUN,OWN,CAR,NYG
3,12,33,2,8,9,1,SHOTGUN,OWN,NYG,CAR
3,7,34,1,10,25,1,SHOTGUN,OWN,CAR,NYG
3,7,1,1,10,46,0,UNDER CENTER,OWN,CAR,NYG
3,3,34,1,10,22,1,SHOTGUN,OWN,NYG,CAR
3,2,12,2,11,49,1,SHOTGUN,OWN,NYG,CAR
3,0,13,2,12,30,1,SHOTGUN,OWN,CAR,NYG
4,15,0,1,10,44,0,SHOTGUN,OWN,CAR,NYG
4,14,19,2,13,41,0,SHOTGUN,OWN,CAR,NYG
4,14,15,3,13,41,0,SHOTGUN,OWN,CAR,NYG
4,10,41,2,9,26,0,SHOTGUN,OWN,NYG,CAR
4,8,8,1,10,25,0,SHOTGUN,OWN,CAR,NYG
4,8,0,1,10,25,0,SHOTGUN,OWN,CAR,NYG
4,7,18,2,5,30,1,SHOTGUN,OWN,CAR,NYG
4,5,47,2,1,45,1,SHOTGUN,OWN,CAR,NYG
4,2,16,1,10,25,0,SHOTGUN,OWN,NYG,CAR
4,2,0,2,2,33,1,SHOTGUN,OWN,NYG,CAR
4,1,39,1,10,45,1,NO HUDDLE SHOTGUN,OWN,NYG,CAR
4,1,8,1,10,25,0,SHOTGUN,OWN,CAR,NYG
4,1,1,2,10,25,1,SHOTGUN,OWN,CAR,NYG
4,0,40,1,10,45,0,NO HUDDLE SHOTGUN,OWN,CAR,NYG
4,0,35,2,10,45,0,SHOTGUN,OWN,CAR,NYG
1,14,53,1,10,18,0,SHOTGUN,OWN,MIA,CIN
1,13,49,1,10,31,0,SHOTGUN,OWN,MIA,CIN
1,13,12,2,4,37,1,SHOTGUN,OWN,MIA,CIN
1,12,33,1,10,41,0,UNDER CENTER,OWN,MIA,CIN
1,11,47,3,5,46,0,SHOTGUN,OWN,MIA,CIN
1,11,3,2,8,12,1,SHOTGUN,OWN,CIN,MIA
1,10,25,1,10,22,0,UNDER CENTER,OWN,CIN,MIA
1,10,19,1,5,27,1,UNDER CENTER,OWN,CIN,MIA
1,8,57,2,8,47,1,SHOTGUN,OWN,CIN,MIA
1,4,33,2,1,28,1,UNDER CENTER,OWN,MIA,CIN
1,3,8,2,7,35,0,SHOTGUN,OWN,MIA,CIN
1,3,4,3,7,35,0,SHOTGUN,OWN,MIA,CIN
1,2,11,2,7,11,1,UNDER CENTER,OWN,CIN,MIA
1,0,52,2,11,33,0,SHOTGUN,OWN,CIN,MIA
1,0,12,3,5,39,0,SHOTGUN,OWN,CIN,MIA
2,13,44,3,9,45,0,SHOTGUN,OWN,CIN,MIA
2,13,30,1,10,5,0,UNDER CENTER,OWN,MIA,CIN
2,13,23,1,10,10,0,SHOTGUN,OWN,MIA,CIN
2,13,2,2,5,15,0,UNDER CENTER,OWN,MIA,CIN
2,12,58,3,5,15,1,SHOTGUN,OWN,MIA,CIN
2,11,52,2,1,30,1,SHOTGUN,OWN,MIA,CIN
2,11,8,1,10,36,0,SHOTGUN,OWN,MIA,CIN
2,11,3,1,20,26,0,SHOTGUN,OWN,MIA,CIN
2,10,18,2,4,42,1,UNDER CENTER,OWN,MIA,CIN
2,7,22,1,10,25,1,SHOTGUN,OWN,CIN,MIA
2,6,3,2,6,42,1,UNDER CENTER,OWN,CIN,MIA
2,2,0,2,11,49,0,SHOTGUN,OWN,MIA,CIN
2,1,15,1,10,17,0,SHOTGUN,OWN,CIN,MIA
2,0,54,2,2,25,0,SHOTGUN,OWN,CIN,MIA
2,0,50,3,2,25,0,SHOTGUN,OWN,CIN,MIA
3,14,22,2,8,27,0,SHOTGUN,OWN,CIN,MIA
3,9,25,1,10,25,0,SHOTGUN,OWN,CIN,MIA
3,8,9,3,7,28,1,SHOTGUN,OWN,CIN,MIA
3,3,43,3,1,34,0,UNDER CENTER,OWN,MIA,CIN
3,3,3,2,10,29,0,UNDER CENTER,OWN,CIN,MIA
3,2,54,3,10,29,1,SHOTGUN,OWN,CIN,MIA
4,13,20,3,16,13,1,SHOTGUN,OWN,MIA,CIN
4,11,51,2,8,33,1,UNDER CENTER,OWN,MIA,CIN
4,11,2,2,10,25,0,SHOTGUN,OWN,MIA,CIN
4,9,36,1,10,43,0,SHOTGUN,OWN,MIA,CIN
4,8,25,3,21,32,0,SHOTGUN,OWN,MIA,CIN
4,7,30,1,10,36,0,UNDER CENTER,OWN,CIN,MIA
4,3,30,1,10,25,0,SHOTGUN,OWN,MIA,CIN
4,2,50,2,17,18,0,SHOTGUN,OWN,MIA,CIN
4,2,32,1,10,25,0,SHOTGUN,OWN,MIA,CIN
4,2,10,2,4,31,1,SHOTGUN,OWN,MIA,CIN
4,2,0,1,10,47,0,SHOTGUN,OWN,MIA,CIN
4,1,56,2,10,47,0,SHOTGUN,OWN,MIA,CIN
4,1,50,2,20,37,0,SHOTGUN,OWN,MIA,CIN
4,1,42,3,22,35,0,SHOTGUN,OWN,MIA,CIN
4,0,32,1,10,45,1,SHOTGUN,OWN,MIA,CIN
1,14,16,1,10,44,0,UNDER CENTER,OWN,BAL,CLE
1,10,58,1,10,19,0,SHOTGUN,OWN,CLE,BAL
1,10,25,2,1,28,0,UNDER CENTER,OWN,CLE,BAL
1,9,41,3,5,24,0,SHOTGUN,OWN,CLE,BAL
1,7,33,2,21,14,0,SHOTGUN,OWN,CLE,BAL
1,6,52,3,16,19,1,SHOTGUN,OWN,CLE,BAL
1,2,55,1,10,16,1,UNDER CENTER,OWN,BAL,CLE
1,2,10,1,10,44,0,UNDER CENTER,OWN,BAL,CLE
1,0,52,3,5,49,0,SHOTGUN,OWN,BAL,CLE
2,13,21,1,10,48,0,UNDER CENTER,OWN,BAL,CLE
2,13,15,2,10,48,1,SHOTGUN,OWN,BAL,CLE
2,9,28,1,10,3,1,UNDER CENTER,OWN,CLE,BAL
2,8,48,1,10,29,0,NO HUDDLE SHOTGUN,OWN,CLE,BAL
2,8,17,2,20,19,0,SHOTGUN,OWN,CLE,BAL
2,8,11,3,20,19,0,SHOTGUN,OWN,CLE,BAL
2,6,50,2,12,40,0,UNDER CENTER,OWN,BAL,CLE
2,6,18,3,5,47,0,SHOTGUN,OWN,BAL,CLE
2,4,35,3,13,7,0,UNDER CENTER,OWN,CLE,BAL
2,2,25,3,12,38,0,SHOTGUN,OWN,BAL,CLE
2,1,59,1,10,22,0,SHOTGUN,OWN,CLE,BAL
2,1,55,2,10,22,0,SHOTGUN,OWN,CLE,BAL
2,1,8,1,10,38,1,SHOTGUN,OWN,CLE,BAL
2,0,40,1,10,25,0,SHOTGUN,OWN,BAL,CLE
2,0,33,2,6,29,1,SHOTGUN,OWN,BAL,CLE
2,0,28,1,10,45,1,SHOTGUN,OWN,BAL,CLE
3,13,17,1,10,42,0,SHOTGUN,OWN,CLE,BAL
3,12,0,3,9,43,0,SHOTGUN,OWN,CLE,BAL
3,11,15,2,10,20,0,SHOTGUN,OWN,BAL,CLE
3,11,12,3,10,20,1,SHOTGUN,OWN,BAL,CLE
3,10,41,1,10,35,0,NO HUDDLE SHOTGUN,OWN,BAL,CLE
3,10,36,2,10,35,0,SHOTGUN,OWN,BAL,CLE
3,7,29,1,10,25,0,SHOTGUN,OWN,BAL,CLE
3,5,31,2,7,47,1,SHOTGUN,OWN,BAL,CLE
4,14,26,3,15,20,0,SHOTGUN,OWN,CLE,BAL
4,13,38,1,10,12,1,SHOTGUN,OWN,BAL,CLE
4,13,9,1,10,32,0,SHOTGUN,OWN,BAL,CLE
4,12,31,1,10,43,0,SHOTGUN,OWN,BAL,CLE
4,12,28,2,10,43,0,SHOTGUN,OWN,BAL,CLE
4,11,45,3,9,44,0,SHOTGUN,OWN,BAL,CLE
4,9,40,2,9,32,0,SHOTGUN,OWN,CLE,BAL
4,9,36,3,9,32,0,SHOTGUN,OWN,CLE,BAL
4,7,42,3,10,37,0,SHOTGUN,OWN,BAL,CLE
4,6,54,2,8,16,1,SHOTGUN,OWN,CLE,BAL
4,5,53,1,20,15,0,SHOTGUN,OWN,CLE,BAL
4,4,45,3,12,23,0,SHOTGUN,OWN,CLE,BAL
4,4,29,1,10,34,0,SHOTGUN,OWN,BAL,CLE
4,4,6,2,4,40,1,NO HUDDLE SHOTGUN,OWN,BAL,CLE
4,0,52,1,10,25,1,SHOTGUN,OWN,CLE,BAL
4,0,48,1,10,38,0,SHOTGUN,OWN,CLE,BAL
4,0,44,2,10,38,0,SHOTGUN,OWN,CLE,BAL
4,0,38,3,2,46,1,SHOTGUN,OWN,CLE,BAL
5,8,38,3,13,22,0,SHOTGUN,OWN,CLE,BAL
5,7,57,1,10,7,0,UNDER CENTER,OWN,BAL,CLE
5,6,49,1,10,21,0,UNDER CENTER,OWN,BAL,CLE
5,6,0,3,4,27,1,SHOTGUN,OWN,BAL,CLE
5,4,37,2,12,45,0,SHOTGUN,OWN,BAL,CLE
5,4,32,3,12,45,0,SHOTGUN,OWN,BAL,CLE
5,4,20,1,10,14,0,SHOTGUN,OWN,CLE,BAL
5,3,22,1,10,39,0,SHOTGUN,OWN,BAL,CLE
5,3,18,2,10,39,0,SHOTGUN,OWN,BAL,CLE
5,3,14,3,10,39,0,SHOTGUN,OWN,BAL,CLE
5,2,0,3,8,18,1,SHOTGUN,OWN,CLE,BAL
1,14,54,1,10,29,0,SHOTGUN,OWN,DET,GB
1,14,10,1,10,45,0,UNDER CENTER,OWN,DET,GB
1,8,54,3,5,17,0,SHOTGUN,OWN,GB,DET
1,8,48,1,10,38,0,UNDER CENTER,OWN,GB,DET
1,6,3,2,16,43,1,SHOTGUN,OWN,GB,DET
1,2,41,2,6,35,1,SHOTGUN,OWN,DET,GB
1,0,24,2,7,17,0,SHOTGUN,OWN,GB,DET
2,14,48,1,10,25,1,UNDER CENTER,OWN,GB,DET
2,10,37,2,14,28,1,SHOTGUN,OWN,DET,GB
2,9,13,2,8,48,0,UNDER CENTER,OWN,DET,GB
2,8,5,3,13,43,0,SHOTGUN,OWN,DET,GB
2,7,19,1,10,12,1,UNDER CENTER,OWN,GB,DET
2,6,41,1,10,36,1,UNDER CENTER,OWN,GB,DET
2,2,51,3,6,32,1,SHOTGUN,OWN,DET,GB
2,2,0,1,15,38,0,SHOTGUN,OWN,DET,GB
2,1,51,2,15,38,0,SHOTGUN,OWN,DET,GB
2,1,46,3,15,38,0,SHOTGUN,OWN,DET,GB
2,1,30,1,10,15,1,SHOTGUN,OWN,GB,DET
2,1,5,1,10,26,0,NO HUDDLE SHOTGUN,OWN,GB,DET
3,15,0,1,10,25,1,SHOTGUN,OWN,GB,DET
3,14,31,1,10,39,0,SHOTGUN,OWN,GB,DET
3,14,25,2,10,39,1,SHOTGUN,OWN,GB,DET
3,12,17,3,23,49,0,SHOTGUN,OWN,GB,DET
3,9,4,2,8,32,0,UNDER CENTER,OWN,DET,GB
3,8,59,3,8,32,0,SHOTGUN,OWN,DET,GB
3,8,54,1,10,47,0,UNDER CENTER,OWN,DET,GB
3,8,47,2,10,47,1,SHOTGUN,OWN,DET,GB
3,5,55,1,10,45,0,SHOTGUN,OWN,GB,DET
3,5,51,2,10,45,1,SHOTGUN,OWN,GB,DET
3,1,14,1,10,25,0,SHOTGUN,OWN,DET,GB
4,12,55,1,10,25,0,SHOTGUN,OWN,GB,DET
4,12,27,2,2,33,1,SHOTGUN,OWN,GB,DET
4,9,1,1,10,25,0,SHOTGUN,OWN,DET,GB
4,7,56,2,15,20,0,SHOTGUN,OWN,DET,GB
4,5,47,1,10,25,1,SHOTGUN,OWN,GB,DET
4,5,6,1,10,48,0,SHOTGUN,OWN,GB,DET
4,3,24,3,11,45,1,SHOTGUN,OWN,DET,GB
4,1,4,1,10,3,0,SHOTGUN,OWN,GB,DET
4,0,59,2,10,3,0,SHOTGUN,OWN,GB,DET
4,0,33,3,7,6,1,NO HUDDLE SHOTGUN,OWN,GB,DET
4,0,25,1,10,18,0,SHOTGUN,OWN,GB,DET
4,0,19,2,5,23,1,SHOTGUN,OWN,GB,DET
1,13,34,3,3,27,1,SHOTGUN,OWN,JAX,KC
1,12,58,1,10,33,0,SHOTGUN,OWN,JAX,KC
1,12,13,3,10,33,0,SHOTGUN,OWN,JAX,KC
1,10,49,2,8,40,0,SHOTGUN,OWN,KC,JAX
1,9,49,3,1,47,1,UNDER CENTER,OWN,KC,JAX
1,6,5,2,4,31,1,UNDER CENTER,OWN,JAX,KC
1,3,44,2,4,20,1,SHOTGUN,OWN,KC,JAX
1,3,3,1,10,29,0,SHOTGUN,OWN,KC,JAX
1,2,16,3,8,31,1,SHOTGUN,OWN,KC,JAX
1,1,29,1,10,44,0,SHOTGUN,OWN,KC,JAX
2,13,30,1,10,25,0,UNDER CENTER,OWN,JAX,KC
2,6,52,2,7,7,0,SHOTGUN,OWN,KC,JAX
2,6,49,3,7,7,1,SHOTGUN,OWN,KC,JAX
2,5,36,2,10,20,1,SHOTGUN,OWN,KC,JAX
2,4,34,2,10,33,0,SHOTGUN,OWN,KC,JAX
2,4,29,3,10,33,0,SHOTGUN,OWN,KC,JAX
2,1,56,1,10,25,0,SHOTGUN,OWN,JAX,KC
2,1,45,1,10,14,0,SHOTGUN,OWN,JAX,KC
2,1,39,2,1,23,1,SHOTGUN,OWN,JAX,KC
2,1,18,1,10,29,0,NO HUDDLE SHOTGUN,OWN,JAX,KC
2,1,12,2,2,37,0,SHOTGUN,OWN,JAX,KC
2,1,6,3,2,37,0,SHOTGUN,OWN,JAX,KC
3,15,0,1,10,25,1,UNDER CENTER,OWN,KC,JAX
3,13,45,2,10,39,0,SHOTGUN,OWN,KC,JAX
3,13,37,2,20,29,0,SHOTGUN,OWN,KC,JAX
3,13,28,3,25,24,0,SHOTGUN,OWN,KC,JAX
3,13,13,1,10,23,1,SHOTGUN,OWN,JAX,KC
3,10,24,2,9,3,1,UNDER CENTER,OWN,KC,JAX
3,9,3,2,7,16,1,SHOTGUN,OWN,KC,JAX
3,7,33,2,5,34,0,SHOTGUN,OWN,KC,JAX
3,4,57,2,9,26,0,SHOTGUN,OWN,JAX,KC
3,4,52,3,9,26,1,SHOTGUN,OWN,JAX,KC
3,4,19,1,10,49,0,SHOTGUN,OWN,JAX,KC
3,2,23,2,9,22,1,UNDER CENTER,OWN,KC,JAX
3,1,3,2,7,35,0,SHOTGUN,OWN,KC,JAX
4,14,57,1,10,25,1,SHOTGUN,OWN,JAX,KC
4,14,32,1,10,43,0,NO HUDDLE SHOTGUN,OWN,JAX,KC
4,14,24,2,10,43,1,SHOTGUN,OWN,JAX,KC
4,13,50,2,10,54,0,SHOTGUN,OPP,JAX,KC
4,9,48,1,10,42,0,SHOTGUN,OWN,JAX,KC
4,9,20,2,8,44,0,NO HUDDLE SHOTGUN,OWN,JAX,KC
4,9,16,3,8,44,0,SHOTGUN,OWN,JAX,KC
4,5,46,1,10,48,1,SHOTGUN,OWN,JAX,KC
4,1,2,1,10,9,0,SHOTGUN,OWN,JAX,KC
4,0,56,2,6,13,1,SHOTGUN,OWN,JAX,KC
4,0,32,1,10,26,1,NO HUDDLE SHOTGUN,OWN,JAX,KC
1,14,54,1,10,10,0,SHOTGUN,OWN,DEN,NYJ
1,9,12,1,10,25,0,UNDER CENTER,OWN,NYJ,DEN
1,7,49,2,5,45,1,SHOTGUN,OWN,NYJ,DEN
1,2,17,2,5,30,1,UNDER CENTER,OWN,DEN,NYJ
1,1,31,1,10,48,1,SHOTGUN,OWN,DEN,NYJ
2,13,47,1,10,25,1,UNDER CENTER,OWN,DEN,NYJ
2,13,4,1,10,39,0,SHOTGUN,OWN,DEN,NYJ
2,11,0,2,9,24,0,UNDER CENTER,OWN,NYJ,DEN
2,10,57,3,9,24,1,SHOTGUN,OWN,NYJ,DEN
2,10,46,1,10,25,0,UNDER CENTER,OWN,DEN,NYJ
2,8,24,2,7,44,0,UNDER CENTER,OWN,NYJ,DEN
2,8,16,3,7,44,0,SHOTGUN,OWN,NYJ,DEN
2,7,1,3,2,22,1,NO HUDDLE SHOTGUN,OWN,DEN,NYJ
2,6,24,1,10,27,0,SHOTGUN,OWN,DEN,NYJ
2,6,18,2,10,27,1,UNDER CENTER,OWN,DEN,NYJ
2,5,50,1,10,38,1,SHOTGUN,OWN,DEN,NYJ
2,1,55,2,1,45,0,SHOTGUN,OWN,NYJ,DEN
2,1,13,1,10,25,0,SHOTGUN,OWN,DEN,NYJ
2,0,58,2,17,42,0,SHOTGUN,OWN,DEN,NYJ
2,0,36,3,13,46,0,UNDER CENTER,OWN,DEN,NYJ
3,13,27,1,10,41,1,UNDER CENTER,OWN,DEN,NYJ
3,10,19,2,15,10,0,UNDER CENTER,OWN,NYJ,DEN
3,9,43,3,12,13,1,SHOTGUN,OWN,NYJ,DEN
3,4,52,1,10,25,0,SHOTGUN,OWN,DEN,NYJ
3,3,42,3,5,30,0,SHOTGUN,OWN,DEN,NYJ
3,3,13,3,15,20,0,SHOTGUN,OWN,DEN,NYJ
3,2,34,1,10,40,0,UNDER CENTER,OWN,NYJ,DEN
3,1,48,3,5,45,0,SHOTGUN,OWN,NYJ,DEN
3,0,58,1,10,5,0,SHOTGUN,OWN,DEN,NYJ
3,0,13,3,10,5,0,SHOTGUN,OWN,DEN,NYJ
4,12,34,1,10,49,1,NO HUDDLE SHOTGUN,OWN,DEN,NYJ
4,2,14,1,10,20,1,SHOTGUN,OWN,DEN,NYJ
4,2,0,1,10,30,1,SHOTGUN,OWN,DEN,NYJ
1,14,25,2,7,25,0,NO HUDDLE SHOTGUN,OWN,PIT,ATL
1,13,6,1,10,33,1,SHOTGUN,OWN,PIT,ATL
1,10,39,1,10,23,0,SHOTGUN,OWN,ATL,PIT
1,10,6,2,6,27,0,UNDER CENTER,OWN,ATL,PIT
1,9,58,3,6,27,1,SHOTGUN,OWN,ATL,PIT
1,7,59,3,2,49,1,SHOTGUN,OWN,ATL,PIT
1,4,36,2,7,6,0,UNDER CENTER,OWN,PIT,ATL
1,3,48,3,4,9,1,SHOTGUN,OWN,PIT,ATL
1,3,8,1,10,17,0,UNDER CENTER,OWN,PIT,ATL
1,2,28,3,6,21,0,SHOTGUN,OWN,PIT,ATL
1,1,39,1,10,42,0,SHOTGUN,OWN,PIT,ATL
1,1,36,2,10,42,0,SHOTGUN,OWN,PIT,ATL
1,1,30,3,10,42,0,SHOTGUN,OWN,PIT,ATL
2,13,38,2,14,33,1,SHOTGUN,OWN,ATL,PIT
2,12,58,1,10,47,0,UNDER CENTER,OWN,ATL,PIT
2,12,11,3,10,47,1,SHOTGUN,OWN,ATL,PIT
2,11,21,1,10,25,0,UNDER CENTER,OWN,PIT,ATL
2,11,17,2,10,25,0,NO HUDDLE SHOTGUN,OWN,PIT,ATL
2,10,35,3,4,31,0,SHOTGUN,OWN,PIT,ATL
2,10,19,1,10,21,0,SHOTGUN,OWN,ATL,PIT
2,8,58,1,10,48,0,SHOTGUN,OWN,ATL,PIT
2,8,53,2,10,48,0,SHOTGUN,OWN,ATL,PIT
2,8,50,3,10,48,0,SHOTGUN,OWN,ATL,PIT
2,2,0,2,11,10,0,SHOTGUN,OWN,ATL,PIT
2,1,55,3,11,10,0,SHOTGUN,OWN,ATL,PIT
2,0,18,1,10,20,0,SHOTGUN,OWN,ATL,PIT
