Quarter,Minute,Second,Down,ToGo,YardLine,SeriesFirstDown,Formation,YardLineDirection,OffenseTeam,DefenseTeam
1,11,5,2,8,67,1,SHOTGUN,OPP,CAR,DET
1,10,18,1,4,96,0,SHOTGUN,OPP,CAR,DET
1,9,31,3,1,99,1,UNDER CENTER,OPP,CAR,DET
1,7,13,1,10,50,0,SHOTGUN,OPP,DET,CAR
1,5,57,1,10,63,0,SHOTGUN,OPP,DET,CAR
1,4,31,3,7,66,1,SHOTGUN,OPP,DET,CAR
2,1,27,1,10,51,1,SHOTGUN,OPP,DET,CAR
2,0,52,1,10,64,0,SHOTGUN,OPP,DET,CAR
2,0,47,2,10,64,0,SHOTGUN,OPP,DET,CAR
2,0,45,3,10,64,0,SHOTGUN,OPP,DET,CAR
3,5,31,2,13,62,1,SHOTGUN,OPP,DET,CAR
3,4,42,1,10,83,0,SHOTGUN,OPP,DET,CAR
3,3,58,3,7,86,0,SHOTGUN,OPP,DET,CAR
4,14,16,2,9,60,0,SHOTGUN,OPP,DET,CAR
4,14,10,3,9,60,0,SHOTGUN,OPP,DET,CAR
4,11,20,1,10,56,1,NO HUDDLE SHOTGUN,OPP,CAR,DET
4,10,45,1,10,66,0,SHOTGUN,OPP,CAR,DET
4,10,8,2,1,75,1,NO HUDDLE SHOTGUN,OPP,CAR,DET
4,9,29,1,10,88,1,SHOTGUN,OPP,CAR,DET
4,5,24,2,10,81,0,SHOTGUN,OPP,DET,CAR
4,5,19,3,10,81,1,SHOTGUN,OPP,DET,CAR
4,2,13,1,10,59,0,NO HUDDLE SHOTGUN,OPP,CAR,DET
4,2,7,2,10,59,1,SHOTGUN,OPP,CAR,DET
4,2,0,1,10,71,0,SHOTGUN,OPP,CAR,DET
4,1,56,2,10,71,1,SHOTGUN,OPP,CAR,DET
4,1,14,1,8,92,1,SHOTGUN,OPP,CAR,DET
1,11,42,3,6,57,1,SHOTGUN,OPP,TEN,IND
1,10,58,1,10,64,0,UNDER CENTER,OPP,TEN,IND
2,13,21,1,10,57,1,NO HUDDLE SHOTGUN,OPP,IND,TEN
2,12,22,2,4,79,1,NO HUDDLE SHOTGUN,OPP,IND,TEN
2,11,36,1,9,91,0,UNDER CENTER,OPP,IND,TEN
2,11,12,2,4,96,0,NO HUDDLE SHOTGUN,OPP,IND,TEN
2,11,10,3,4,96,0,SHOTGUN,OPP,IND,TEN
2,5,17,1,10,50,0,SHOTGUN,OPP,IND,TEN
2,3,19,1,10,62,1,UNDER CENTER,OPP,IND,TEN
2,0,29,1,10,59,0,NO HUDDLE SHOTGUN,OPP,TEN,IND
2,0,16,3,14,55,0,SHOTGUN,OPP,TEN,IND
3,8,12,2,10,79,0,SHOTGUN,OPP,IND,TEN
3,7,31,3,3,86,0,SHOTGUN,OPP,IND,TEN
3,0,44,2,2,53,0,SHOTGUN,OPP,IND,TEN
4,13,52,1,10,67,1,UNDER CENTER,OPP,IND,TEN
4,12,20,1,7,93,0,SHOTGUN,OPP,IND,TEN
4,2,43,1,10,70,0,NO HUDDLE SHOTGUN,OPP,TEN,IND
4,2,0,1,10,80,1,SHOTGUN,OPP,TEN,IND
4,1,53,1,1,99,1,UNDER CENTER,OPP,TEN,IND
1,13,10,1,10,52,1,UNDER CENTER,OPP,NYG,TB
1,11,47,2,6,94,1,UNDER CENTER,OPP,NYG,TB
1,9,23,2,6,60,1,NO HUDDLE SHOTGUN,OPP,TB,NYG
1,8,50,1,10,74,0,NO HUDDLE,OPP,TB,NYG
1,7,37,3,4,80,1,NO HUDDLE SHOTGUN,OPP,TB,NYG
1,6,20,2,11,85,0,SHOTGUN,OPP,TB,NYG
1,6,10,3,11,85,0,SHOTGUN,OPP,TB,NYG
1,0,41,2,14,54,1,SHOTGUN,OPP,NYG,TB
2,7,6,1,10,70,1,SHOTGUN,OPP,TB,NYG
2,2,0,1,10,55,0,UNDER CENTER,OPP,NYG,TB
2,1,53,2,6,59,1,SHOTGUN,OPP,NYG,TB
2,1,31,3,2,63,0,SHOTGUN,OPP,NYG,TB
2,0,34,1,10,70,0,SHOTGUN,OPP,TB,NYG
2,0,30,2,10,70,0,SHOTGUN,OPP,TB,NYG
3,9,58,2,2,68,1,UNDER CENTER,OPP,TB,NYG
3,7,38,3,18,55,0,SHOTGUN,OPP,NYG,TB
3,5,5,1,10,63,1,UNDER CENTER,OPP,TB,NYG
3,3,7,3,8,82,1,SHOTGUN,OPP,TB,NYG
4,14,26,1,10,87,0,UNDER CENTER,OPP,NYG,TB
4,13,10,3,5,92,1,SHOTGUN,OPP,NYG,TB
4,10,50,2,6,66,1,NO HUDDLE SHOTGUN,OPP,TB,NYG
4,3,4,2,6,51,0,SHOTGUN,OPP,TB,NYG
4,2,36,1,10,59,0,NO HUDDLE SHOTGUN,OPP,TB,NYG
4,2,30,2,10,59,1,SHOTGUN,OPP,TB,NYG
1,11,36,2,13,72,1,SHOTGUN,OPP,HOU,WAS
1,10,26,2,12,86,0,UNDER CENTER,OPP,HOU,WAS
1,9,40,3,3,95,0,SHOTGUN,OPP,HOU,WAS
1,4,49,1,10,67,0,NO HUDDLE,OPP,HOU,WAS
1,3,20,1,10,84,1,SHOTGUN,OPP,HOU,WAS
1,2,15,1,10,53,1,SHOTGUN,OPP,WAS,HOU
1,1,55,1,10,66,0,UNDER CENTER,OPP,WAS,HOU
1,1,50,2,10,66,0,SHOTGUN,OPP,WAS,HOU
1,0,47,2,11,70,1,SHOTGUN,OPP,WAS,HOU
2,12,14,2,9,56,0,SHOTGUN,OPP,WAS,HOU
2,7,24,2,6,58,0,SHOTGUN,OPP,WAS,HOU
2,6,30,1,10,67,0,UNDER CENTER,OPP,WAS,HOU
2,6,24,2,10,67,0,SHOTGUN,OPP,WAS,HOU
2,5,3,3,6,71,1,SHOTGUN,OPP,WAS,HOU
2,3,32,1,7,93,0,UNDER CENTER,OPP,WAS,HOU
2,2,38,3,9,91,1,SHOTGUN,OPP,WAS,HOU
2,0,48,2,22,66,0,SHOTGUN,OPP,HOU,WAS
3,12,11,2,10,58,0,SHOTGUN,OPP,HOU,WAS
3,10,27,1,10,50,1,SHOTGUN,OPP,WAS,HOU
3,9,14,2,8,66,1,UNDER CENTER,OPP,WAS,HOU
3,8,1,2,9,76,0,SHOTGUN,OPP,WAS,HOU
3,4,52,2,6,91,1,SHOTGUN,OPP,WAS,HOU
3,2,58,3,2,73,0,SHOTGUN,OPP,HOU,WAS
3,2,19,2,8,89,0,UNDER CENTER,OPP,HOU,WAS
3,2,14,1,6,94,0,SHOTGUN,OPP,HOU,WAS
3,1,27,3,15,85,0,SHOTGUN,OPP,HOU,WAS
4,15,0,3,1,54,0,UNDER CENTER,OPP,WAS,HOU
4,13,50,2,7,62,1,SHOTGUN,OPP,WAS,HOU
4,13,13,1,10,73,0,SHOTGUN,OPP,WAS,HOU
4,13,8,2,10,73,0,SHOTGUN,OPP,WAS,HOU
4,8,40,2,10,63,0,SHOTGUN,OPP,HOU,WAS
4,8,36,3,10,63,0,SHOTGUN,OPP,HOU,WAS
4,8,17,3,20,53,0,SHOTGUN,OPP,HOU,WAS
4,0,19,2,10,55,0,SHOTGUN,OPP,WAS,HOU
4,0,16,3,10,55,0,SHOTGUN,OPP,WAS,HOU
1,12,40,1,10,77,1,SHOTGUN,OPP,OAK,ARI
1,9,46,2,7,52,1,UNDER CENTER,OPP,ARI,OAK
1,7,35,1,10,74,0,UNDER CENTER,OPP,ARI,OAK
1,6,19,2,7,82,1,SHOTGUN,OPP,ARI,OAK
2,9,3,2,9,89,0,SHOTGUN,OPP,OAK,ARI
2,8,25,3,3,95,1,SHOTGUN,OPP,OAK,ARI
2,4,22,3,5,50,0,SHOTGUN,OPP,OAK,ARI
3,13,40,2,6,53,1,UNDER CENTER,OPP,OAK,ARI
3,12,27,2,5,74,0,UNDER CENTER,OPP,OAK,ARI
3,5,13,2,4,71,0,SHOTGUN,OPP,OAK,ARI
3,1,46,2,3,97,0,UNDER CENTER,OPP,OAK,ARI
4,9,17,2,12,51,0,UNDER CENTER,OPP,OAK,ARI
4,8,31,3,6,57,0,SHOTGUN,OPP,OAK,ARI
4,5,42,2,10,83,0,UNDER CENTER,OPP,ARI,OAK
4,5,37,3,10,83,1,UNDER CENTER,OPP,ARI,OAK
4,5,7,1,5,95,1,UNDER CENTER,OPP,ARI,OAK
4,1,2,1,10,63,0,SHOTGUN,OPP,OAK,ARI
4,0,25,3,10,63,1,SHOTGUN,OPP,OAK,ARI
1,10,22,3,2,59,1,SHOTGUN,OPP,LAC,DEN
1,9,42,1,10,66,0,UNDER CENTER,OPP,LAC,DEN
1,9,37,2,10,66,0,SHOTGUN,OPP,LAC,DEN
1,9,32,3,10,66,1,SHOTGUN,OPP,LAC,DEN
1,8,25,1,20,70,0,UNDER CENTER,OPP,LAC,DEN
1,8,18,2,25,65,0,SHOTGUN,OPP,LAC,DEN
1,1,27,2,16,65,0,SHOTGUN,OPP,LAC,DEN
1,1,22,3,21,60,0,SHOTGUN,OPP,LAC,DEN
2,8,44,1,10,75,0,UNDER CENTER,OPP,DEN,LAC
2,3,25,3,4,67,1,SHOTGUN,OPP,LAC,DEN
2,2,50,1,4,96,0,SHOTGUN,OPP,LAC,DEN
2,2,45,2,4,96,0,SHOTGUN,OPP,LAC,DEN
2,2,0,1,10,53,0,SHOTGUN,OPP,DEN,LAC
2,1,32,2,9,54,0,SHOTGUN,OPP,DEN,LAC
2,1,7,3,3,60,0,SHOTGUN,OPP,DEN,LAC
3,12,15,1,10,72,1,SHOTGUN,OPP,LAC,DEN
3,11,2,1,8,92,0,SHOTGUN,OPP,LAC,DEN
3,10,55,2,8,92,0,SHOTGUN,OPP,LAC,DEN
3,10,32,2,18,82,0,SHOTGUN,OPP,LAC,DEN
3,10,2,1,6,94,1,SHOTGUN,OPP,LAC,DEN
3,3,59,2,9,65,0,SHOTGUN,OPP,LAC,DEN
3,3,55,3,9,65,1,SHOTGUN,OPP,LAC,DEN
4,12,56,3,3,92,1,SHOTGUN,OPP,DEN,LAC
4,10,2,1,10,56,1,SHOTGUN,OPP,LAC,DEN
4,7,27,3,15,74,0,SHOTGUN,OPP,LAC,DEN
4,4,3,2,7,55,0,UNDER CENTER,OPP,DEN,LAC
4,3,57,3,7,55,0,SHOTGUN,OPP,DEN,LAC
4,2,0,3,7,52,0,SHOTGUN,OPP,LAC,DEN
4,1,5,1,10,51,0,SHOTGUN,OPP,DEN,LAC
4,0,43,2,6,55,0,SHOTGUN,OPP,DEN,LAC
4,0,20,3,7,54,1,SHOTGUN,OPP,DEN,LAC
1,12,44,1,10,61,0,SHOTGUN,OPP,NO,PHI
1,11,53,3,3,68,1,SHOTGUN,OPP,NO,PHI
1,10,1,3,4,78,0,SHOTGUN,OPP,NO,PHI
1,8,18,3,4,51,0,SHOTGUN,OPP,PHI,NO
1,4,39,1,10,72,0,SHOTGUN,OPP,NO,PHI
1,4,33,2,10,72,1,SHOTGUN,OPP,NO,PHI
1,3,23,2,3,97,0,UNDER CENTER,OPP,NO,PHI
1,3,16,3,3,97,1,SHOTGUN,OPP,NO,PHI
1,1,7,1,10,50,0,UNDER CENTER,OPP,NO,PHI
2,15,0,3,2,58,1,SHOTGUN,OPP,NO,PHI
2,13,32,2,7,70,1,SHOTGUN,OPP,NO,PHI
2,10,13,1,10,51,1,UNDER CENTER,OPP,PHI,NO
2,9,34,1,10,66,0,SHOTGUN,OPP,PHI,NO
2,4,57,2,7,50,0,SHOTGUN,OPP,PHI,NO
3,12,13,2,7,67,1,SHOTGUN,OPP,NO,PHI
3,11,26,1,10,77,1,SHOTGUN,OPP,NO,PHI
3,7,40,2,5,76,1,SHOTGUN,OPP,NO,PHI
3,5,46,3,3,97,0,SHOTGUN,OPP,NO,PHI
4,13,29,3,6,63,0,SHOTGUN,OPP,NO,PHI
4,13,22,4,6,63,1,SHOTGUN,OPP,NO,PHI
4,11,4,2,10,66,1,SHOTGUN,OPP,NO,PHI
4,1,57,1,10,52,1,SHOTGUN,OPP,PHI,NO
4,1,26,1,10,71,0,SHOTGUN,OPP,PHI,NO
4,0,43,2,15,82,0,SHOTGUN,OPP,PHI,NO
4,0,37,2,25,72,0,SHOTGUN,OPP,PHI,NO
1,12,26,3,4,54,0,SHOTGUN,OPP,JAX,PIT
1,7,28,2,1,51,0,UNDER CENTER,OPP,PIT,JAX
2,14,30,2,15,59,0,SHOTGUN,OPP,JAX,PIT
2,9,20,3,5,78,0,SHOTGUN,OPP,JAX,PIT
2,7,36,1,10,64,0,SHOTGUN,OPP,JAX,PIT
2,6,23,3,9,65,1,SHOTGUN,OPP,JAX,PIT
2,4,58,2,13,76,0,SHOTGUN,OPP,JAX,PIT
2,1,8,1,10,54,0,SHOTGUN,OPP,JAX,PIT
2,1,1,2,10,54,0,SHOTGUN,OPP,JAX,PIT
2,0,56,3,10,54,0,SHOTGUN,OPP,JAX,PIT
2,0,9,3,3,54,0,SHOTGUN,OPP,PIT,JAX
2,0,3,4,3,54,0,SHOTGUN,OPP,PIT,JAX
4,8,34,1,10,53,0,SHOTGUN,OPP,PIT,JAX
4,6,53,4,6,57,0,SHOTGUN,OPP,PIT,JAX
4,3,54,2,1,53,1,SHOTGUN,OPP,PIT,JAX
4,3,18,1,10,74,0,SHOTGUN,OPP,PIT,JAX
4,3,10,2,1,83,0,SHOTGUN,OPP,PIT,JAX
4,3,5,3,1,83,1,SHOTGUN,OPP,PIT,JAX
4,2,36,1,10,89,1,SHOTGUN,OPP,PIT,JAX
4,1,0,1,10,73,0,SHOTGUN,OPP,PIT,JAX
4,0,59,2,10,73,0,SHOTGUN,OPP,PIT,JAX
4,0,50,3,10,73,1,SHOTGUN,OPP,PIT,JAX
4,0,22,2,2,98,0,SHOTGUN,OPP,PIT,JAX
4,0,15,1,1,99,0,SHOTGUN,OPP,PIT,JAX
1,13,31,1,10,74,0,UNDER CENTER,OPP,LA,KC
1,12,13,1,10,85,0,UNDER CENTER,OPP,LA,KC
1,12,6,1,7,93,1,UNDER CENTER,OPP,LA,KC
1,8,8,1,10,57,1,NO HUDDLE,OPP,LA,KC
1,7,3,2,11,81,0,SHOTGUN,OPP,LA,KC
1,6,57,3,6,86,1,SHOTGUN,OPP,LA,KC
1,5,50,1,4,96,0,UNDER CENTER,OPP,LA,KC
1,5,43,2,4,96,0,SHOTGUN,OPP,LA,KC
1,4,16,1,10,55,1,UNDER CENTER,OPP,KC,LA
1,3,33,1,10,75,1,SHOTGUN,OPP,KC,LA
1,2,16,1,10,70,0,SHOTGUN,OPP,LA,KC
1,1,20,1,10,83,1,NO HUDDLE,OPP,LA,KC
1,0,5,2,5,95,0,UNDER CENTER,OPP,LA,KC
2,15,0,3,5,95,0,SHOTGUN,OPP,LA,KC
2,12,51,1,10,59,0,SHOTGUN,OPP,KC,LA
2,12,45,2,10,59,1,SHOTGUN,OPP,KC,LA
2,11,38,2,4,82,0,SHOTGUN,OPP,KC,LA
2,11,11,2,14,72,1,SHOTGUN,OPP,KC,LA
2,6,37,1,10,79,1,UNDER CENTER,OPP,KC,LA
2,0,27,2,4,92,0,SHOTGUN,OPP,KC,LA
2,0,20,3,4,92,1,SHOTGUN,OPP,KC,LA
3,14,7,2,7,59,0,SHOTGUN,OPP,KC,LA
3,13,27,1,10,54,0,UNDER CENTER,OPP,LA,KC
3,13,22,2,10,54,0,SHOTGUN,OPP,LA,KC
3,13,12,3,10,54,0,SHOTGUN,OPP,LA,KC
3,12,34,4,1,63,0,UNDER CENTER,OPP,LA,KC
3,12,7,1,10,75,1,SHOTGUN,OPP,LA,KC
3,11,43,1,10,90,0,UNDER CENTER,OPP,LA,KC
3,11,36,2,10,90,0,SHOTGUN,OPP,LA,KC
3,8,29,1,10,62,0,SHOTGUN,OPP,KC,LA
3,8,25,2,10,62,1,SHOTGUN,OPP,KC,LA
3,7,15,2,4,96,1,SHOTGUN,OPP,KC,LA
3,6,35,1,10,54,1,NO HUDDLE,OPP,LA,KC
3,6,6,1,10,67,0,SHOTGUN,OPP,LA,KC
3,5,17,3,11,66,1,SHOTGUN,OPP,LA,KC
3,0,19,1,10,58,0,UNDER CENTER,OPP,LA,KC
4,10,24,1,10,57,1,NO HUDDLE,OPP,LA,KC
4,9,52,1,7,93,0,NO HUDDLE,OPP,LA,KC
4,9,49,2,7,93,0,SHOTGUN,OPP,LA,KC
4,9,44,3,7,93,1,SHOTGUN,OPP,LA,KC
4,3,12,2,8,63,1,SHOTGUN,OPP,KC,LA
4,3,5,1,10,77,0,SHOTGUN,OPP,KC,LA
4,2,55,1,10,90,1,SHOTGUN,OPP,KC,LA
4,2,1,2,8,50,1,SHOTGUN,OPP,LA,KC
4,1,56,1,10,60,1,SHOTGUN,OPP,LA,KC
4,1,28,1,10,52,0,UNDER CENTER,OPP,KC,LA
1,0,56,1,10,51,0,SHOTGUN,OPP,CHI,DET
2,15,0,3,3,58,1,SHOTGUN,OPP,CHI,DET
2,13,45,3,1,69,1,SHOTGUN,OPP,DET,CHI
2,12,41,1,15,70,0,SHOTGUN,OPP,DET,CHI
2,11,33,2,16,69,0,SHOTGUN,OPP,DET,CHI
2,10,11,4,1,84,1,UNDER CENTER,OPP,DET,CHI
2,6,27,1,10,51,0,UNDER CENTER,OPP,CHI,DET
2,4,50,1,10,77,0,SHOTGUN,OPP,CHI,DET
2,4,9,3,9,78,0,SHOTGUN,OPP,CHI,DET
2,1,29,2,3,53,1,SHOTGUN,OPP,CHI,DET
2,0,50,1,10,79,1,SHOTGUN,OPP,CHI,DET
2,0,44,1,10,90,1,SHOTGUN,OPP,CHI,DET
3,11,12,1,10,58,0,SHOTGUN,OPP,CHI,DET
3,10,33,2,8,60,0,SHOTGUN,OPP,CHI,DET
3,2,57,2,6,75,1,SHOTGUN,OPP,DET,CHI
4,15,0,1,10,57,0,SHOTGUN,OPP,CHI,DET
4,14,28,2,3,64,0,SHOTGUN,OPP,CHI,DET
4,13,51,1,10,86,0,SHOTGUN,OPP,CHI,DET
4,13,46,2,10,86,1,SHOTGUN,OPP,CHI,DET
4,9,47,2,3,74,1,SHOTGUN,OPP,DET,CHI
4,9,3,1,10,89,0,SHOTGUN,OPP,DET,CHI
4,7,53,3,1,98,0,SHOTGUN,OPP,DET,CHI
4,3,22,2,9,73,0,SHOTGUN,OPP,DET,CHI
4,2,40,3,4,78,1,SHOTGUN,OPP,DET,CHI
4,1,14,2,9,89,0,SHOTGUN,OPP,DET,CHI
4,1,11,3,9,89,0,SHOTGUN,OPP,DET,CHI
1,11,54,2,4,53,0,SHOTGUN,OPP,DAL,WAS
1,11,50,3,4,53,1,SHOTGUN,OPP,DAL,WAS
1,11,25,1,10,64,1,UNDER CENTER,OPP,DAL,WAS
1,3,1,3,4,59,0,SHOTGUN,OPP,WAS,DAL
2,3,53,1,10,62,0,SHOTGUN,OPP,DAL,WAS
2,2,35,3,4,68,1,SHOTGUN,OPP,DAL,WAS
2,2,0,1,10,80,0,SHOTGUN,OPP,DAL,WAS
2,1,48,1,4,96,0,UNDER CENTER,OPP,DAL,WAS
2,1,38,3,17,83,0,SHOTGUN,OPP,DAL,WAS
2,0,41,1,10,54,0,NO HUDDLE SHOTGUN,OPP,DAL,WAS
3,10,10,1,15,70,0,SHOTGUN,OPP,WAS,DAL
3,9,9,1,10,90,1,SHOTGUN,OPP,WAS,DAL
3,7,41,1,10,52,0,UNDER CENTER,OPP,DAL,WAS
3,6,57,3,2,60,1,SHOTGUN,OPP,DAL,WAS
3,3,18,3,6,62,0,SHOTGUN,OPP,WAS,DAL
3,0,14,1,6,94,0,SHOTGUN,OPP,DAL,WAS
4,14,3,1,10,56,1,SHOTGUN,OPP,WAS,DAL
4,12,19,2,2,92,1,SHOTGUN,OPP,WAS,DAL
4,11,54,1,1,99,0,SHOTGUN,OPP,WAS,DAL
4,6,18,3,5,63,0,SHOTGUN,OPP,DAL,WAS
4,4,31,1,10,59,0,NO HUDDLE SHOTGUN,OPP,WAS,DAL
4,4,26,2,5,64,0,SHOTGUN,OPP,WAS,DAL
4,3,28,2,3,53,1,NO HUDDLE SHOTGUN,OPP,WAS,DAL
4,3,7,1,10,57,0,NO HUDDLE SHOTGUN,OPP,WAS,DAL
4,2,41,2,6,61,1,NO HUDDLE SHOTGUN,OPP,WAS,DAL
4,2,0,2,17,61,0,SHOTGUN,OPP,WAS,DAL
4,1,30,1,10,80,0,SHOTGUN,OPP,WAS,DAL
4,1,27,2,10,80,0,SHOTGUN,OPP,WAS,DAL
4,1,22,3,3,87,0,SHOTGUN,OPP,WAS,DAL
1,13,14,1,10,61,0,SHOTGUN,OPP,NO,ATL
1,11,56,3,7,64,1,SHOTGUN,OPP,NO,ATL
1,11,17,1,10,72,1,SHOTGUN,OPP,NO,ATL
1,8,48,1,10,52,1,UNDER CENTER,OPP,ATL,NO
1,7,19,2,15,84,0,SHOTGUN,OPP,ATL,NO
1,5,38,1,10,61,1,UNDER CENTER,OPP,ATL,NO
1,5,2,1,10,77,0,UNDER CENTER,OPP,ATL,NO
1,4,58,2,10,77,0,SHOTGUN,OPP,ATL,NO
1,4,17,3,9,78,1,SHOTGUN,OPP,ATL,NO
1,2,45,3,13,86,0,SHOTGUN,OPP,ATL,NO
2,14,16,3,11,51,1,SHOTGUN,OPP,NO,ATL
2,13,32,1,10,63,0,UNDER CENTER,OPP,NO,ATL
2,12,55,2,20,53,0,SHOTGUN,OPP,NO,ATL
2,12,13,3,7,66,1,SHOTGUN,OPP,NO,ATL
2,9,16,3,2,96,0,SHOTGUN,OPP,NO,ATL
2,5,30,2,5,58,0,UNDER CENTER,OPP,NO,ATL
2,3,25,1,10,88,1,UNDER CENTER,OPP,NO,ATL
2,1,47,1,10,56,0,UNDER CENTER,OPP,ATL,NO
2,1,10,2,8,58,0,SHOTGUN,OPP,ATL,NO
2,0,32,3,2,64,1,SHOTGUN,OPP,ATL,NO
2,0,26,1,10,68,1,SHOTGUN,OPP,ATL,NO
3,11,19,3,5,57,0,SHOTGUN,OPP,NO,ATL
3,6,5,1,10,75,1,SHOTGUN,OPP,NO,ATL
3,1,21,1,2,98,0,SHOTGUN,OPP,ATL,NO
3,1,17,2,2,98,0,UNDER CENTER,OPP,ATL,NO
3,0,28,4,2,98,1,SHOTGUN,OPP,ATL,NO
4,9,31,3,5,95,1,SHOTGUN,OPP,NO,ATL
4,8,58,1,10,54,0,NO HUDDLE,OPP,ATL,NO
4,8,11,1,10,51,0,SHOTGUN,OPP,ATL,NO
4,7,43,2,7,54,0,NO HUDDLE,OPP,ATL,NO
4,5,33,2,20,60,0,SHOTGUN,OPP,ATL,NO
4,4,54,3,14,66,0,SHOTGUN,OPP,ATL,NO
4,4,10,4,10,70,1,SHOTGUN,OPP,ATL,NO
4,3,14,1,10,53,0,NO HUDDLE SHOTGUN,OPP,ATL,NO
4,2,52,2,4,59,1,NO HUDDLE SHOTGUN,OPP,ATL,NO
4,2,30,1,10,69,1,NO HUDDLE SHOTGUN,OPP,ATL,NO
4,2,2,1,10,81,1,NO HUDDLE SHOTGUN,OPP,ATL,NO
4,1,57,1,4,96,0,SHOTGUN,OPP,ATL,NO
4,1,54,2,4,96,1,SHOTGUN,OPP,ATL,NO
1,11,52,2,10,54,0,UNDER CENTER,OPP,OAK,BAL
1,10,22,4,1,63,1,UNDER CENTER,OPP,OAK,BAL
1,9,34,1,7,93,0,UNDER CENTER,OPP,OAK,BAL
1,4,38,3,7,71,0,SHOTGUN,OPP,BAL,OAK
1,2,11,1,10,51,0,SHOTGUN,OPP,BAL,OAK
1,1,32,2,9,52,0,SHOTGUN,OPP,BAL,OAK
1,0,56,3,8,53,0,SHOTGUN,OPP,BAL,OAK
2,8,1,2,12,88,0,SHOTGUN,OPP,BAL,OAK
2,7,57,3,12,88,0,SHOTGUN,OPP,BAL,OAK
2,4,27,3,10,57,1,SHOTGUN,OPP,OAK,BAL
2,3,51,1,10,73,0,UNDER CENTER,OPP,OAK,BAL
2,3,44,2,10,73,0,SHOTGUN,OPP,OAK,BAL
2,2,43,3,6,77,0,SHOTGUN,OPP,OAK,BAL
2,1,54,1,10,57,0,SHOTGUN,OPP,BAL,OAK
2,1,28,2,4,63,1,NO HUDDLE SHOTGUN,OPP,BAL,OAK
2,1,8,1,10,72,0,NO HUDDLE SHOTGUN,OPP,BAL,OAK
3,7,15,1,10,72,0,SHOTGUN,OPP,OAK,BAL
3,6,34,2,7,75,1,UNDER CENTER,OPP,OAK,BAL
3,5,15,2,9,84,0,NO HUDDLE SHOTGUN,OPP,OAK,BAL
3,2,17,2,5,57,0,NO HUDDLE SHOTGUN,OPP,BAL,OAK
3,0,29,3,5,68,1,SHOTGUN,OPP,BAL,OAK
4,11,25,2,8,92,0,SHOTGUN,OPP,BAL,OAK
4,11,20,3,8,92,1,SHOTGUN,OPP,BAL,OAK
1,5,40,1,10,83,1,UNDER CENTER,OPP,BUF,JAX
2,15,0,2,8,51,0,UNDER CENTER,OPP,JAX,BUF
2,2,58,3,5,58,0,SHOTGUN,OPP,BUF,JAX
3,5,40,2,10,53,0,SHOTGUN,OPP,JAX,BUF
3,4,17,2,5,63,1,UNDER CENTER,OPP,JAX,BUF
3,2,57,2,11,70,0,SHOTGUN,OPP,JAX,BUF
3,2,0,2,7,93,0,SHOTGUN,OPP,JAX,BUF
3,0,12,1,10,52,0,UNDER CENTER,OPP,BUF,JAX
4,10,14,2,10,52,0,SHOTGUN,OPP,JAX,BUF
4,9,34,3,4,58,0,SHOTGUN,OPP,JAX,BUF
4,6,53,1,10,63,0,UNDER CENTER,OPP,BUF,JAX
4,6,2,3,14,59,0,SHOTGUN,OPP,BUF,JAX
4,2,3,1,10,67,1,NO HUDDLE SHOTGUN,OPP,JAX,BUF
4,1,25,2,11,87,1,NO HUDDLE SHOTGUN,OPP,JAX,BUF
1,10,23,1,10,61,0,UNDER CENTER,OPP,CAR,SEA
1,4,56,1,10,63,1,NO HUDDLE SHOTGUN,OPP,CAR,SEA
2,15,0,2,14,51,1,SHOTGUN,OPP,SEA,CAR
2,14,43,1,10,70,0,SHOTGUN,OPP,SEA,CAR
2,14,40,2,10,70,0,UNDER CENTER,OPP,SEA,CAR
2,14,34,3,10,70,1,SHOTGUN,OPP,SEA,CAR
2,12,48,3,8,85,0,SHOTGUN,OPP,SEA,CAR
2,6,19,2,3,93,1,SHOTGUN,OPP,CAR,SEA
2,4,25,1,10,58,0,UNDER CENTER,OPP,SEA,CAR
2,3,11,1,10,71,1,UNDER CENTER,OPP,SEA,CAR
2,1,51,1,10,80,0,SHOTGUN,OPP,CAR,SEA
2,1,46,2,5,85,1,SHOTGUN,OPP,CAR,SEA
2,1,34,1,10,90,0,SHOTGUN,OPP,CAR,SEA
2,0,27,3,10,90,0,SHOTGUN,OPP,CAR,SEA
3,12,36,1,10,71,0,SHOTGUN,OPP,CAR,SEA
3,11,55,2,8,73,0,SHOTGUN,OPP,CAR,SEA
3,10,51,3,5,76,0,SHOTGUN,OPP,CAR,SEA
3,10,46,1,10,82,0,SHOTGUN,OPP,CAR,SEA
3,6,48,3,9,88,1,SHOTGUN,OPP,SEA,CAR
3,3,27,1,10,65,1,UNDER CENTER,OPP,CAR,SEA
3,2,35,1,10,88,0,SHOTGUN,OPP,CAR,SEA
3,1,49,2,10,88,0,SHOTGUN,OPP,CAR,SEA
4,14,35,1,10,66,0,SHOTGUN,OPP,SEA,CAR
4,13,58,2,7,69,1,UNDER CENTER,OPP,SEA,CAR
4,13,8,2,12,76,0,SHOTGUN,OPP,SEA,CAR
4,10,19,2,12,86,0,SHOTGUN,OPP,SEA,CAR
4,9,37,3,10,88,0,SHOTGUN,OPP,SEA,CAR
4,7,7,2,2,98,0,UNDER CENTER,OPP,CAR,SEA
4,7,1,3,2,98,1,SHOTGUN,OPP,CAR,SEA
